# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other;Other	0.005405758877	0.00227154547196	0.00206399881209	0.0022602815245	0.00991305409289	0.00438754744757	0.00351055341989	0.00366247059109	0.00235340982352	0.00311127838414	0.00303963335407	0.00368386418288	0.00133868808568	0.00601724099459	0.0038935552943	0.00275621351628	0.0025206882065	0.00406572336286	0.00455975378465	0.00275009913148	0.00332656877959	0.00258998430806	0.00314261088643	0.00197897854261	0.00270239837856	0.00295462050507	0.00316737602692	0.00303528647419	0.00419227900517	0.00298223814049
k__Archaea;p__Crenarchaeota;c__MBGA	8.71896593064e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62072363421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99780268996e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.04285231715e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG	0.0	0.0	0.0	0.0	5.54855820715e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62998077306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	0.0114654401988	0.0447877610225	0.0141361645259	0.0101988312691	0.00136161618403	0.0194697417986	0.0249220279974	0.0226135325459	0.0269515218542	0.0325262409568	0.0292545023585	0.0172569664393	0.0160642570281	0.0120939849904	0.0144521977801	0.0290545826563	0.0527976708059	0.0047375124211	0.0597310710595	0.0169099118689	0.0410727786399	0.0278599779553	0.0577471325333	0.00782596060034	0.00575063940676	0.0161026817526	0.0373297888887	0.0288910545336	0.00465523006096	0.0195161172429
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0	2.73680177345e-05	4.94963743906e-06	0.0	1.9419953725e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.23000473552e-05	0.0	0.0	0.0	2.40717337666e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.62998077306e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia	0.0	2.73680177345e-05	0.0	0.0	8.87769313144e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	2.73680177345e-05	7.91941990249e-05	0.0	1.66456746214e-06	0.0	0.0	0.0	5.24144726842e-06	6.69092125622e-05	6.29975824678e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335025496008	0.0	0.0	0.000124883939382	0.00086852748127	0.0	0.0	0.0	4.24202146463e-05	0.000101514597799	0.0	4.38564432425e-05
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70351947123e-05	0.0	0.0	0.0	4.64098654114e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea]	8.71896593064e-05	2.73680177345e-05	0.0	7.35050902275e-05	3.32913492429e-06	1.4432721867e-05	7.97853049975e-05	2.42547721264e-05	4.19315781474e-05	0.0	7.87469780847e-05	1.23000473552e-05	0.0	7.43787514783e-05	5.36425528491e-05	3.61076006499e-05	0.000127011421258	2.09934080699e-05	5.67839823743e-05	0.0	2.38748955473e-05	3.80081554642e-05	1.98899423192e-05	6.22755485438e-05	6.43428185372e-05	5.21403618541e-05	9.89805008413e-05	0.0	0.0	0.000453183246839
k__Bacteria;Other;Other	0.0	0.0	0.0	0.0	1.10971164143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91950539375e-06	0.0	0.0	0.0	2.03029195598e-05	0.0	0.0
